user_id,user_url,funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
76561198068239282,http://steamcommunity.com/profiles/76561198068239282,,"Posted October 6, 2014.",,440,1 of 1 people (100%) found this review helpful,True,2
76561198092547722,http://steamcommunity.com/profiles/76561198092547722,,"Posted July 23, 2015.",,271590,No ratings yet,True,1
76561198230825580,http://steamcommunity.com/profiles/76561198230825580,,Posted June 21.,,440,No ratings yet,True,2
MuddyHikoku,http://steamcommunity.com/id/MuddyHikoku,,"Posted December 25, 2014.",,49520,1 of 1 people (100%) found this review helpful,True,2
sharks003,http://steamcommunity.com/id/sharks003,,"Posted June 20, 2014.",,440,1 of 1 people (100%) found this review helpful,True,2
somanyinstructions,http://steamcommunity.com/id/somanyinstructions,,"Posted December 4, 2014.",,220200,No ratings yet,True,0
76561198092005436,http://steamcommunity.com/profiles/76561198092005436,,"Posted November 12, 2014.",,222880,2 of 3 people (67%) found this review helpful,True,1
MungySpap,http://steamcommunity.com/id/MungySpap,,"Posted April 14, 2014.",,243870,5 of 5 people (100%) found this review helpful,True,1
TheDetailedMovieTDM,http://steamcommunity.com/id/TheDetailedMovieTDM,1 person found this review funny,Posted September 3.,,381210,2 of 2 people (100%) found this review helpful,False,1
76561198004054009,http://steamcommunity.com/profiles/76561198004054009,,"Posted December 26, 2014.",,274940,1 of 1 people (100%) found this review helpful,True,1
error404olofmeister,http://steamcommunity.com/id/error404olofmeister,,Posted July 1.,,730,0 of 1 people (0%) found this review helpful,True,2
mwanan,http://steamcommunity.com/id/mwanan,,"Posted June 9, 2015.",,730,1 of 1 people (100%) found this review helpful,True,2
archiegaming,http://steamcommunity.com/id/archiegaming,,"Posted April 29, 2014.","Last edited June 19, 2014.",570,2 of 2 people (100%) found this review helpful,True,2
15832789427,http://steamcommunity.com/id/15832789427,,"Posted January 20, 2014.",,236390,0 of 2 people (0%) found this review helpful,True,2
Mystic_Fire,http://steamcommunity.com/id/Mystic_Fire,,Posted May 16.,,383870,1 of 1 people (100%) found this review helpful,True,1
troll678,http://steamcommunity.com/id/troll678,,Posted March 26.,,4000,1 of 1 people (100%) found this review helpful,True,2
76561198007041072,http://steamcommunity.com/profiles/76561198007041072,,Posted August 24.,,275850,4 of 6 people (67%) found this review helpful,False,0
nutinme,http://steamcommunity.com/id/nutinme,,"Posted April 9, 2015.",,730,No ratings yet,True,1
76561198295350017,http://steamcommunity.com/profiles/76561198295350017,,Posted August 31.,,550,No ratings yet,True,2
OMGitsaBIKDeek,http://steamcommunity.com/id/OMGitsaBIKDeek,1 person found this review funny,"Posted March 14, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
n3kogamer,http://steamcommunity.com/id/n3kogamer,,Posted February 5.,,440,No ratings yet,True,1
LICK_LICK_LICK_MY_BALLS,http://steamcommunity.com/id/LICK_LICK_LICK_MY_BALLS,,"Posted July 7, 2014.",,238460,3 of 4 people (75%) found this review helpful,True,0
Natty22,http://steamcommunity.com/id/Natty22,1 person found this review funny,"Posted July 7, 2015.",,730,No ratings yet,True,2
76561198070818913,http://steamcommunity.com/profiles/76561198070818913,,"Posted January 7, 2015.",,230410,0 of 1 people (0%) found this review helpful,True,1
GussyPlays,http://steamcommunity.com/id/GussyPlays,,"Posted August 2, 2015.",,730,2 of 2 people (100%) found this review helpful,True,2
76561198050945208,http://steamcommunity.com/profiles/76561198050945208,,Posted February 12.,,268500,0 of 1 people (0%) found this review helpful,True,2
mrkienose,http://steamcommunity.com/id/mrkienose,,"Posted May 15, 2014.",,570,No ratings yet,True,2
76561198082208315,http://steamcommunity.com/profiles/76561198082208315,,"Posted February 12, 2014.",,550,0 of 1 people (0%) found this review helpful,True,1
76561198051767433,http://steamcommunity.com/profiles/76561198051767433,,Posted April 24.,,252950,No ratings yet,True,2
K0DI,http://steamcommunity.com/id/K0DI,,"Posted September 18, 2014.",,440,2 of 3 people (67%) found this review helpful,True,1
rage-of-the-dragon,http://steamcommunity.com/id/rage-of-the-dragon,,Posted July 1.,,383120,1 of 1 people (100%) found this review helpful,True,1
AtomicNarwhal,http://steamcommunity.com/id/AtomicNarwhal,1 person found this review funny,"Posted June 17, 2015.",,730,1 of 2 people (50%) found this review helpful,True,1
76561198101278301,http://steamcommunity.com/profiles/76561198101278301,,"Posted October 13, 2014.",,730,1 of 1 people (100%) found this review helpful,True,2
76561198060420892,http://steamcommunity.com/profiles/76561198060420892,1 person found this review funny,"Posted December 1, 2015.",,219740,No ratings yet,True,1
76561198051379013,http://steamcommunity.com/profiles/76561198051379013,,"Posted December 29, 2014.",,245170,2 of 4 people (50%) found this review helpful,True,1
Naxishere,http://steamcommunity.com/id/Naxishere,,"Posted October 23, 2015.",,252950,1 of 1 people (100%) found this review helpful,True,1
nazcawilde,http://steamcommunity.com/id/nazcawilde,,"Posted December 11, 2013.",,219890,No ratings yet,True,0
GermanPenguin,http://steamcommunity.com/id/GermanPenguin,,Posted March 15.,,436090,6 of 6 people (100%) found this review helpful,True,2
76561198039741155,http://steamcommunity.com/profiles/76561198039741155,3 people found this review funny,Posted January 30.,,321960,27 of 50 people (54%) found this review helpful,False,0
76561198085068145,http://steamcommunity.com/profiles/76561198085068145,1 person found this review funny,"Posted February 3, 2015.",,252490,No ratings yet,False,1
76561198068479373,http://steamcommunity.com/profiles/76561198068479373,,"Posted October 27, 2014.",,277930,0 of 9 people (0%) found this review helpful,True,1
Itsyaboijaehae,http://steamcommunity.com/id/Itsyaboijaehae,,"Posted May 30, 2014.","Last edited May 30, 2014.",246280,2 of 6 people (33%) found this review helpful,False,0
76561198082678599,http://steamcommunity.com/profiles/76561198082678599,,"Posted December 8, 2013.",,440,No ratings yet,True,1
76561198053302202,http://steamcommunity.com/profiles/76561198053302202,,"Posted October 26, 2014.",,308420,2 of 3 people (67%) found this review helpful,True,2
STEAM_NEKO,http://steamcommunity.com/id/STEAM_NEKO,,"Posted December 29, 2013.",,500,No ratings yet,True,1
luzdamanha,http://steamcommunity.com/id/luzdamanha,,Posted January 12.,,304930,No ratings yet,True,1
neochuah94,http://steamcommunity.com/id/neochuah94,,Posted March 23.,Last edited March 23.,272600,3 of 3 people (100%) found this review helpful,True,2
ewrwerewrewrew,http://steamcommunity.com/id/ewrwerewrewrew,,Posted January 2.,,200210,No ratings yet,False,1
NEON_NINJA,http://steamcommunity.com/id/NEON_NINJA,2 people found this review funny,"Posted September 21, 2015.",,346110,1 of 2 people (50%) found this review helpful,True,1
76561198001688490,http://steamcommunity.com/profiles/76561198001688490,,"Posted November 28, 2014.",,42160,No ratings yet,True,2
76561198060005945,http://steamcommunity.com/profiles/76561198060005945,,"Posted March 29, 2014.","Last edited March 29, 2014.",8870,2 of 4 people (50%) found this review helpful,True,2
76561197986529825,http://steamcommunity.com/profiles/76561197986529825,,"Posted March 12, 2015.",,268400,1 of 3 people (33%) found this review helpful,True,1
monkeyrj03,http://steamcommunity.com/id/monkeyrj03,,"Posted January 14, 2014.",,440,No ratings yet,True,2
dbsgptjd966,http://steamcommunity.com/id/dbsgptjd966,,"Posted September 10, 2015.",,366660,No ratings yet,False,1
smurfdicking,http://steamcommunity.com/id/smurfdicking,,Posted July 18.,,330830,1 of 1 people (100%) found this review helpful,True,1
76561198075631259,http://steamcommunity.com/profiles/76561198075631259,11 people found this review funny,Posted April 27.,,393010,12 of 12 people (100%) found this review helpful,True,2
76561198090520544,http://steamcommunity.com/profiles/76561198090520544,,"Posted November 11, 2015.",,730,No ratings yet,True,1
76561198089649301,http://steamcommunity.com/profiles/76561198089649301,,Posted January 12.,Last edited January 24.,299860,3 of 3 people (100%) found this review helpful,False,0
76561198054265152,http://steamcommunity.com/profiles/76561198054265152,,"Posted November 28, 2015.",,105600,3 of 3 people (100%) found this review helpful,True,2
76561198052411042,http://steamcommunity.com/profiles/76561198052411042,,"Posted April 19, 2014.",,49520,No ratings yet,True,2
76561198104834557,http://steamcommunity.com/profiles/76561198104834557,,Posted April 5.,,236850,2 of 2 people (100%) found this review helpful,True,2
76561198094304449,http://steamcommunity.com/profiles/76561198094304449,1 person found this review funny,"Posted March 31, 2014.",,218620,4 of 5 people (80%) found this review helpful,True,1
A_Gamer,http://steamcommunity.com/id/A_Gamer,,"Posted July 18, 2014.",,4000,No ratings yet,True,0
Nightless490,http://steamcommunity.com/id/Nightless490,,"Posted December 18, 2013.","Last edited January 25, 2014.",221100,3 of 3 people (100%) found this review helpful,True,0
Night_Magnus,http://steamcommunity.com/id/Night_Magnus,,"Posted May 27, 2015.",,16730,9 of 14 people (64%) found this review helpful,True,2
LittleNik,http://steamcommunity.com/id/LittleNik,,"Posted November 26, 2013.",,224580,No ratings yet,True,1
Ninjaawesomefuntime,http://steamcommunity.com/id/Ninjaawesomefuntime,1 person found this review funny,"Posted August 23, 2015.",,386070,61 of 102 people (60%) found this review helpful,False,1
MEZISPOTATO,http://steamcommunity.com/id/MEZISPOTATO,,"Posted November 19, 2015.",,570,No ratings yet,True,2
FagGamingM8,http://steamcommunity.com/id/FagGamingM8,,Posted August 13.,,509840,2 of 3 people (67%) found this review helpful,True,0
76561198098624076,http://steamcommunity.com/profiles/76561198098624076,,"Posted July 29, 2015.",,227940,No ratings yet,True,1
wildninja111,http://steamcommunity.com/id/wildninja111,,Posted June 11.,,730,No ratings yet,True,2
76561198083867078,http://steamcommunity.com/profiles/76561198083867078,1 person found this review funny,"Posted August 10, 2015.",,204100,No ratings yet,False,1
76561198076271594,http://steamcommunity.com/profiles/76561198076271594,1 person found this review funny,"Posted November 15, 2015.",,265770,2 of 5 people (40%) found this review helpful,False,1
76561198068168906,http://steamcommunity.com/profiles/76561198068168906,,"Posted November 14, 2015.",,22380,1 of 1 people (100%) found this review helpful,True,1
NinjaZStarz,http://steamcommunity.com/id/NinjaZStarz,1 person found this review funny,"Posted December 26, 2013.",,4000,No ratings yet,True,1
76561198045254790,http://steamcommunity.com/profiles/76561198045254790,,Posted August 14.,,730,1 of 1 people (100%) found this review helpful,True,2
brownsticky,http://steamcommunity.com/id/brownsticky,,"Posted January 12, 2014.",,4780,No ratings yet,True,1
Pilotwezzz,http://steamcommunity.com/id/Pilotwezzz,,"Posted June 5, 2014.",,440,1 of 1 people (100%) found this review helpful,True,2
76561198072174851,http://steamcommunity.com/profiles/76561198072174851,8 people found this review funny,Posted May 28.,,34900,10 of 13 people (77%) found this review helpful,True,1
nitr0ticwolf,http://steamcommunity.com/id/nitr0ticwolf,,"Posted December 12, 2015.",,22320,No ratings yet,True,2
nitrorupe,http://steamcommunity.com/id/nitrorupe,,"Posted October 10, 2014.",,6060,3 of 4 people (75%) found this review helpful,True,2
nitr0ticwolf,http://steamcommunity.com/id/nitr0ticwolf,,"Posted December 12, 2015.",,22320,No ratings yet,True,2
nitrorupe,http://steamcommunity.com/id/nitrorupe,,"Posted October 10, 2014.",,6060,3 of 4 people (75%) found this review helpful,True,2
76561197974288321,http://steamcommunity.com/profiles/76561197974288321,,Posted August 3.,,480480,1 of 9 people (11%) found this review helpful,False,0
PyroProfile,http://steamcommunity.com/id/PyroProfile,,"Posted October 9, 2014.",,204300,No ratings yet,True,2
LIkefOrVER,http://steamcommunity.com/id/LIkefOrVER,1 person found this review funny,Posted July 1.,,570,1 of 1 people (100%) found this review helpful,True,2
Mr_Original,http://steamcommunity.com/id/Mr_Original,,"Posted April 11, 2014.",,211820,1 of 1 people (100%) found this review helpful,True,2
76561198051899879,http://steamcommunity.com/profiles/76561198051899879,,"Posted December 9, 2013.",,105600,1 of 1 people (100%) found this review helpful,True,2
nomopro,http://steamcommunity.com/id/nomopro,,"Posted January 6, 2015.",,730,No ratings yet,True,2
kuikim,http://steamcommunity.com/id/kuikim,,"Posted December 21, 2013.",,440,1 of 2 people (50%) found this review helpful,True,1
CCViBritannia,http://steamcommunity.com/id/CCViBritannia,,"Posted May 10, 2015.",,620,2 of 2 people (100%) found this review helpful,True,2
76561198011832401,http://steamcommunity.com/profiles/76561198011832401,,"Posted February 22, 2014.",,219890,No ratings yet,True,2
dexakatom,http://steamcommunity.com/id/dexakatom,,"Posted March 10, 2014.",,440,1 of 2 people (50%) found this review helpful,True,2
76561198087039124,http://steamcommunity.com/profiles/76561198087039124,,"Posted January 13, 2014.",,45100,3 of 3 people (100%) found this review helpful,True,2
HailAmeixing,http://steamcommunity.com/id/HailAmeixing,,"Posted December 22, 2014.",,730,1 of 1 people (100%) found this review helpful,True,1
76561198090194644,http://steamcommunity.com/profiles/76561198090194644,,"Posted June 29, 2014.",,250400,6 of 10 people (60%) found this review helpful,True,2
76561198012741239,http://steamcommunity.com/profiles/76561198012741239,1 person found this review funny,"Posted August 29, 2015.","Last edited August 29, 2015.",346110,1 of 3 people (33%) found this review helpful,True,1
Not_So_Drunk,http://steamcommunity.com/id/Not_So_Drunk,,"Posted January 1, 2014.",,221910,No ratings yet,True,2
notsurodovahbear,http://steamcommunity.com/id/notsurodovahbear,,Posted April 21.,,322330,No ratings yet,True,1
76561198001296435,http://steamcommunity.com/profiles/76561198001296435,,Posted September 7.,,359550,1 of 1 people (100%) found this review helpful,True,1
Noxinator,http://steamcommunity.com/id/Noxinator,,"Posted April 15, 2014.",,243870,5 of 5 people (100%) found this review helpful,True,1
manaff,http://steamcommunity.com/id/manaff,,"Posted June 30, 2014.",,4000,No ratings yet,True,1
76561198041562431,http://steamcommunity.com/profiles/76561198041562431,,"Posted December 26, 2015.",,225540,1 of 3 people (33%) found this review helpful,False,1
76561197993725260,http://steamcommunity.com/profiles/76561197993725260,,"Posted March 24, 2014.",,202130,1 of 2 people (50%) found this review helpful,False,0
76561198065634162,http://steamcommunity.com/profiles/76561198065634162,,"Posted January 9, 2014.",,206210,No ratings yet,True,2
sporelife,http://steamcommunity.com/id/sporelife,,"Posted December 20, 2013.",,440,1 of 1 people (100%) found this review helpful,True,2
SmithRamone,http://steamcommunity.com/id/SmithRamone,,"Posted July 15, 2014.","Last edited July 15, 2014.",304930,No ratings yet,True,2
76561198037042375,http://steamcommunity.com/profiles/76561198037042375,,Posted June 24.,,51100,No ratings yet,True,1
76561198057093397,http://steamcommunity.com/profiles/76561198057093397,,"Posted December 31, 2014.",,248820,No ratings yet,True,2
briggsy195,http://steamcommunity.com/id/briggsy195,,"Posted December 20, 2014.",,242860,3 of 3 people (100%) found this review helpful,True,2
76561198069544176,http://steamcommunity.com/profiles/76561198069544176,,"Posted December 28, 2013.",,105600,No ratings yet,True,1
76561198073347121,http://steamcommunity.com/profiles/76561198073347121,,Posted February 1.,,329130,No ratings yet,True,2
pezz_yakent,http://steamcommunity.com/id/pezz_yakent,,"Posted March 16, 2014.",,440,3 of 3 people (100%) found this review helpful,True,2
76561198081997185,http://steamcommunity.com/profiles/76561198081997185,1 person found this review funny,Posted August 9.,,730,No ratings yet,True,2
76561198017615981,http://steamcommunity.com/profiles/76561198017615981,,"Posted October 11, 2014.",,244850,No ratings yet,True,2
76561198243634570,http://steamcommunity.com/profiles/76561198243634570,,Posted September 1.,Last edited September 1.,222880,2 of 2 people (100%) found this review helpful,True,2
god-damn,http://steamcommunity.com/id/god-damn,,Posted January 2.,,207350,No ratings yet,True,2
TheOi9k,http://steamcommunity.com/id/TheOi9k,1 person found this review funny,"Posted March 12, 2015.",,331220,2 of 4 people (50%) found this review helpful,True,2
76561198045604407,http://steamcommunity.com/profiles/76561198045604407,,"Posted December 31, 2014.",,440,0 of 1 people (0%) found this review helpful,True,2
76561198086560332,http://steamcommunity.com/profiles/76561198086560332,,"Posted March 18, 2013.",,440,No ratings yet,True,2
olismeister,http://steamcommunity.com/id/olismeister,,Posted June 18.,,311210,0 of 1 people (0%) found this review helpful,False,0
76561198016006736,http://steamcommunity.com/profiles/76561198016006736,,"Posted April 17, 2014.",,242920,1 of 1 people (100%) found this review helpful,True,2
OmniO_Overide,http://steamcommunity.com/id/OmniO_Overide,1 person found this review funny,Posted March 22.,,290080,0 of 1 people (0%) found this review helpful,True,1
omzo,http://steamcommunity.com/id/omzo,,"Posted February 1, 2015.",,8930,2 of 3 people (67%) found this review helpful,True,1
76561198055688142,http://steamcommunity.com/profiles/76561198055688142,,"Posted February 6, 2015.",,221640,No ratings yet,True,0
76561198043559223,http://steamcommunity.com/profiles/76561198043559223,,"Posted May 10, 2014.",,273390,2 of 5 people (40%) found this review helpful,True,1
OperationNovember,http://steamcommunity.com/id/OperationNovember,,Posted June 17.,Last edited June 17.,242760,No ratings yet,True,2
erenberry,http://steamcommunity.com/id/erenberry,,"Posted October 27, 2014.",,33930,1 of 1 people (100%) found this review helpful,True,2
CF6A32,http://steamcommunity.com/id/CF6A32,,"Posted October 16, 2015.",,218620,No ratings yet,False,2
OfamosoJOTACE,http://steamcommunity.com/id/OfamosoJOTACE,,"Posted August 2, 2015.",,440,No ratings yet,True,2
76561198098346223,http://steamcommunity.com/profiles/76561198098346223,,Posted January 6.,,113400,1 of 1 people (100%) found this review helpful,False,0
lp-orth,http://steamcommunity.com/id/lp-orth,,"Posted May 13, 2013.",,440,0 of 1 people (0%) found this review helpful,True,0
TGU-Leader,http://steamcommunity.com/id/TGU-Leader,,"Posted December 10, 2015.",,730,1 of 2 people (50%) found this review helpful,False,0
GuiCreed368,http://steamcommunity.com/id/GuiCreed368,,"Posted December 21, 2014.",,241560,3 of 8 people (38%) found this review helpful,True,1
Opchilly,http://steamcommunity.com/id/Opchilly,,"Posted June 18, 2014.",,263540,2 of 2 people (100%) found this review helpful,True,2
76561198068439794,http://steamcommunity.com/profiles/76561198068439794,,"Posted June 23, 2014.",,227300,1 of 1 people (100%) found this review helpful,True,2
PootisPoot,http://steamcommunity.com/id/PootisPoot,42 people found this review funny,"Posted October 26, 2014.",,206210,118 of 142 people (83%) found this review helpful,True,2
76561198062017158,http://steamcommunity.com/profiles/76561198062017158,,"Posted November 27, 2015.",,35450,No ratings yet,True,2
OzaurisYT,http://steamcommunity.com/id/OzaurisYT,,Posted August 30.,,391540,No ratings yet,True,1
PiozZ,http://steamcommunity.com/id/PiozZ,1 person found this review funny,"Posted October 12, 2013.",Last edited July 13.,220440,7 of 9 people (78%) found this review helpful,True,1
76561198070090079,http://steamcommunity.com/profiles/76561198070090079,,Posted March 27.,Last edited March 27.,413150,1 of 1 people (100%) found this review helpful,True,2
wowokaykthxbai,http://steamcommunity.com/id/wowokaykthxbai,10 people found this review funny,"Posted April 24, 2015.",,250900,16 of 16 people (100%) found this review helpful,True,0
Saygoodbyetoyourheadwanker,http://steamcommunity.com/id/Saygoodbyetoyourheadwanker,,"Posted January 16, 2015.",,440,2 of 2 people (100%) found this review helpful,True,1
KTP619,http://steamcommunity.com/id/KTP619,,"Posted December 26, 2015.",,351640,No ratings yet,True,1
cjslattery,http://steamcommunity.com/id/cjslattery,,"Posted December 23, 2013.",,224260,1 of 1 people (100%) found this review helpful,True,2
polandismycountry,http://steamcommunity.com/id/polandismycountry,,"Posted November 2, 2014.",,730,1 of 3 people (33%) found this review helpful,True,0
76561198107406338,http://steamcommunity.com/profiles/76561198107406338,,Posted July 2.,,381210,No ratings yet,True,1
76561198084622842,http://steamcommunity.com/profiles/76561198084622842,,"Posted May 31, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
76561198028482615,http://steamcommunity.com/profiles/76561198028482615,,"Posted June 15, 2015.",,214950,No ratings yet,True,1
76561198058473246,http://steamcommunity.com/profiles/76561198058473246,,"Posted December 1, 2014.",,244850,No ratings yet,True,1
76561198107111601,http://steamcommunity.com/profiles/76561198107111601,,"Posted January 17, 2014.",,440,1 of 1 people (100%) found this review helpful,True,0
Strider95,http://steamcommunity.com/id/Strider95,5 people found this review funny,Posted August 31.,,379980,5 of 6 people (83%) found this review helpful,True,2
76561197996458179,http://steamcommunity.com/profiles/76561197996458179,,Posted June 10.,,570,No ratings yet,True,1
Dm_Dude,http://steamcommunity.com/id/Dm_Dude,,"Posted April 10, 2014.",,200260,No ratings yet,True,2
PandaCorn666,http://steamcommunity.com/id/PandaCorn666,,"Posted June 11, 2014.",,270570,0 of 2 people (0%) found this review helpful,True,1
Panx2,http://steamcommunity.com/id/Panx2,1 person found this review funny,"Posted September 12, 2015.",,252950,1 of 1 people (100%) found this review helpful,True,2
76561198057471883,http://steamcommunity.com/profiles/76561198057471883,,"Posted November 17, 2015.",,105600,1 of 1 people (100%) found this review helpful,True,0
76561198069603865,http://steamcommunity.com/profiles/76561198069603865,,"Posted January 3, 2014.","Last edited November 14, 2015.",221100,2 of 4 people (50%) found this review helpful,True,2
FireArmPlays,http://steamcommunity.com/id/FireArmPlays,,Posted January 19.,,359050,No ratings yet,True,0
76561198079333493,http://steamcommunity.com/profiles/76561198079333493,,Posted February 18.,,730,No ratings yet,True,2
76561198061757134,http://steamcommunity.com/profiles/76561198061757134,,"Posted April 13, 2015.",,242760,No ratings yet,True,2
76561198053860761,http://steamcommunity.com/profiles/76561198053860761,1 person found this review funny,"Posted June 21, 2014.",,570,2 of 2 people (100%) found this review helpful,True,2
76561198121840547,http://steamcommunity.com/profiles/76561198121840547,,"Posted August 11, 2014.",,222880,2 of 2 people (100%) found this review helpful,True,1
76561197970724420,http://steamcommunity.com/profiles/76561197970724420,,"Posted October 31, 2011.",,35700,No ratings yet,True,2
Fuffy,http://steamcommunity.com/id/Fuffy,,"Posted July 26, 2014.",,730,No ratings yet,True,2
76561198060388536,http://steamcommunity.com/profiles/76561198060388536,,"Posted July 28, 2015.",,224260,2 of 2 people (100%) found this review helpful,True,1
76561198097071063,http://steamcommunity.com/profiles/76561198097071063,,"Posted June 28, 2014.",,440,1 of 1 people (100%) found this review helpful,True,2
zenrosmc,http://steamcommunity.com/id/zenrosmc,1 person found this review funny,"Posted December 25, 2013.",,8870,1 of 1 people (100%) found this review helpful,True,1
Thekiller4000,http://steamcommunity.com/id/Thekiller4000,,"Posted June 25, 2014.",,200510,No ratings yet,True,2
76561198026256686,http://steamcommunity.com/profiles/76561198026256686,,"Posted December 25, 2013.",,12470,14 of 78 people (18%) found this review helpful,False,0
Greendove,http://steamcommunity.com/id/Greendove,,"Posted September 4, 2015.",,730,3 of 3 people (100%) found this review helpful,False,1
Mediev,http://steamcommunity.com/id/Mediev,,"Posted October 11, 2014.",,570,2 of 2 people (100%) found this review helpful,True,1
King_Walrus,http://steamcommunity.com/id/King_Walrus,,"Posted February 27, 2014.",,239220,21 of 35 people (60%) found this review helpful,True,1
76561198091703171,http://steamcommunity.com/profiles/76561198091703171,,"Posted July 9, 2015.",,4000,No ratings yet,True,1
76561198086160648,http://steamcommunity.com/profiles/76561198086160648,,"Posted March 24, 2014.",,218620,2 of 3 people (67%) found this review helpful,True,2
Pedacker,http://steamcommunity.com/id/Pedacker,,"Posted April 5, 2014.",,253690,2 of 6 people (33%) found this review helpful,True,1
76561198093337643,http://steamcommunity.com/profiles/76561198093337643,,"Posted September 19, 2014.",,550,No ratings yet,True,1
pedrocarrasco,http://steamcommunity.com/id/pedrocarrasco,,"Posted May 18, 2015.",,730,No ratings yet,True,1
kruger287,http://steamcommunity.com/id/kruger287,,"Posted August 31, 2014.",,212500,No ratings yet,True,1
Pelsworth,http://steamcommunity.com/id/Pelsworth,,"Posted December 28, 2011.","Last edited September 20, 2015.",33460,0 of 1 people (0%) found this review helpful,False,0
penetrator500,http://steamcommunity.com/id/penetrator500,,"Posted March 31, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
76561198048992856,http://steamcommunity.com/profiles/76561198048992856,,"Posted November 14, 2014.",,319510,1 of 2 people (50%) found this review helpful,True,0
PenguinKnightPE,http://steamcommunity.com/id/PenguinKnightPE,,"Posted December 5, 2013.",,570,No ratings yet,True,1
76561198075913639,http://steamcommunity.com/profiles/76561198075913639,,"Posted January 4, 2013.",,220260,1 of 1 people (100%) found this review helpful,True,2
76561198064343153,http://steamcommunity.com/profiles/76561198064343153,1 person found this review funny,"Posted October 18, 2014.",,1250,2 of 13 people (15%) found this review helpful,False,0
UncleTobsy,http://steamcommunity.com/id/UncleTobsy,,"Posted February 3, 2015.",,730,0 of 1 people (0%) found this review helpful,True,2
tihoyzaza,http://steamcommunity.com/id/tihoyzaza,,"Posted March 22, 2014.",,218620,1 of 1 people (100%) found this review helpful,True,1
76561198083347489,http://steamcommunity.com/profiles/76561198083347489,,Posted January 15.,,730,No ratings yet,True,1
76561198083347489,http://steamcommunity.com/profiles/76561198083347489,,Posted January 15.,,730,No ratings yet,True,1
76561198095444964,http://steamcommunity.com/profiles/76561198095444964,,"Posted November 13, 2013.",,4000,No ratings yet,True,0
76561198076018776,http://steamcommunity.com/profiles/76561198076018776,,"Posted October 24, 2015.",,250600,1 of 1 people (100%) found this review helpful,True,1
sisgeo,http://steamcommunity.com/id/sisgeo,,"Posted December 16, 2015.",,393420,No ratings yet,True,0
PerturbedKoala,http://steamcommunity.com/id/PerturbedKoala,,"Posted September 12, 2015.",,301520,0 of 1 people (0%) found this review helpful,True,2
Karetchi,http://steamcommunity.com/id/Karetchi,16 people found this review funny,Posted August 16.,Last edited August 17.,275850,575 of 771 people (75%) found this review helpful,False,1
76561198068217106,http://steamcommunity.com/profiles/76561198068217106,1 person found this review funny,"Posted June 24, 2015.","Last edited July 13, 2015.",238460,1 of 1 people (100%) found this review helpful,True,0
exaqt,http://steamcommunity.com/id/exaqt,,Posted August 27.,,275850,No ratings yet,False,0
76561198067777635,http://steamcommunity.com/profiles/76561198067777635,1 person found this review funny,"Posted August 20, 2015.","Last edited December 14, 2015.",262060,3 of 8 people (38%) found this review helpful,True,1
pf12351,http://steamcommunity.com/id/pf12351,,"Posted August 21, 2013.",,218620,1 of 3 people (33%) found this review helpful,True,2
10051997,http://steamcommunity.com/id/10051997,,"Posted June 16, 2014.",,252490,3 of 3 people (100%) found this review helpful,True,2
bigdicmatt,http://steamcommunity.com/id/bigdicmatt,,Posted September 5.,,39210,7 of 7 people (100%) found this review helpful,True,2
5975,http://steamcommunity.com/id/5975,1 person found this review funny,"Posted April 24, 2014.",,265930,No ratings yet,True,1
76561198076437311,http://steamcommunity.com/profiles/76561198076437311,,"Posted March 29, 2015.",,209650,No ratings yet,False,1
fatpeter420,http://steamcommunity.com/id/fatpeter420,1 person found this review funny,Posted March 3.,,252490,2 of 2 people (100%) found this review helpful,True,1
76561198085759352,http://steamcommunity.com/profiles/76561198085759352,,Posted August 19.,,333930,2 of 5 people (40%) found this review helpful,False,1
76561198064324096,http://steamcommunity.com/profiles/76561198064324096,,Posted February 10.,,286160,2 of 4 people (50%) found this review helpful,True,1
76561198077351278,http://steamcommunity.com/profiles/76561198077351278,,"Posted April 27, 2015.",,570,No ratings yet,True,2
76561198077111628,http://steamcommunity.com/profiles/76561198077111628,,Posted May 7.,,242130,8 of 11 people (73%) found this review helpful,False,0
ItzJimmeh,http://steamcommunity.com/id/ItzJimmeh,,Posted January 17.,Last edited August 27.,730,No ratings yet,True,2
76561198085092904,http://steamcommunity.com/profiles/76561198085092904,2 people found this review funny,Posted March 24.,,437220,0 of 3 people (0%) found this review helpful,True,2
lPH03N1Xl,http://steamcommunity.com/id/lPH03N1Xl,,"Posted December 26, 2015.",,730,No ratings yet,True,1
76561198045459907,http://steamcommunity.com/profiles/76561198045459907,2 people found this review funny,"Posted December 6, 2014.",,253710,11 of 17 people (65%) found this review helpful,False,0
phrostb,http://steamcommunity.com/id/phrostb,,"Posted November 23, 2014.",,300040,3 of 7 people (43%) found this review helpful,True,2
Phyztastic,http://steamcommunity.com/id/Phyztastic,1 person found this review funny,"Posted December 23, 2014.",,730,3 of 4 people (75%) found this review helpful,True,2
BusTurBrown,http://steamcommunity.com/id/BusTurBrown,,"Posted December 19, 2013.",,730,No ratings yet,True,2
76561197979086508,http://steamcommunity.com/profiles/76561197979086508,,"Posted August 1, 2014.",,256190,1 of 3 people (33%) found this review helpful,False,1
